post_id,date,title,body,user_id,tag,image_urls,summary,post_order
023c6a89-cf2e-490b-9fe7-01941e7d5800,2/11/2024,Apache and Nginx,"So I just learned that Apache and nginx are just software that allow your computer to act like a HTTP server allowing routing and serving of html css and JavaScript for browsers to render. 

This is cool as now hearing about those technologies makes more sense. 

My goal for next year is to buy my own hardware and create my own websevers using apahe or nginx,  running my services in docker containers for my algorithms and backend LLMs as well as front end applications that I have.  That would be such a cool thing to do!

I still think I’ll learn azure for data analyst, engineer and scientist first then once I have the hardware self hosting will be amazing for all of that! I’ll learn so much from doing that. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,backend-learning,[],,54
079e7ad4-4073-4e84-8e87-ce20f09bdf07,1/11/2024,Bioneer Ideas,"After watching the Bioneer's videos and reading some of his book I am excited to adopt a similar training style as a lot of what he says really resonates with me.  I will need to download and read through his book on the holidays, that just gave me a great idea of tracking books I'm reading and the progress of each through stormdrain adding a booklist page where I can track progress for books and put some on my reading list.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,fitness,[],,51
0905b54d-d9a9-4a75-84af-936365b042dc,13/11/2024,Left hip tightness ,"I feel the problem just boils down to the left hip external rotator muscles of outside of the left hip is super duper tight and making them looser will make me internal rotation much better on that leg as there will be much less resistance so I’ll add these as daily habit stretches to stretch my external rotators. 
This seems to be a rule in stretching like when I go for internal rotation it is painful not a stretch usually meaning restriction in this case in the opposite side.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,95
092096a6-375f-4fa3-bdd5-7355d77b77ea,31/10/2024,Figured it out!!!!,The problem for my kicks are a lack of strength on my left outer glute I need to kick by using this part of my hip all the way through almost to side kick position and kicking from there this works well I could really feel the burn but the stability was not there yet I need to build up to it every day I need strength on left hip and stability and balance on right leg ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,46
0a1cb928-258f-438d-9b64-f7ebcceb2adc,16/11/2024,Reading Research Papers,"I want to make a new goal of reading, understanding and summarising one research paper per week in the deep learning space as this will greatly help me develop my knowledge and skills.
I have therefore created my reading list on here, it is super basic right not but I will update the UI in future to be a little cooler.  The idea is to each week read through one whole paper and after around 6 month I should have gotten through all the papers on the list. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,research,[],,104
0a5d20b4-bf19-45ae-9fdf-8e9aa681c88b,27/10/2024,Martial Arts Plan,I was thinking today I really want to focus my own style of fighting around blending the best of every other style together into something that is uniquely mine and that plays to my strengths and adapts to any matchup the best as possible.  ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,23
0fc2f41e-e25c-4169-82ab-4e9cfa5a1598,31/10/2024,Potential Left Kick Fix,I think the main issue with my leg kick is a weak outer left glute muscle I need to use my glutes in combination with my hip and abs in order to do the kick correctly need to practice this every day for 20 slow kicks each leg 2x10 on front side round and hook ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,48
1324951a-feb1-49c0-a070-c750ba47ad4d,5/11/2024,RNN's Extended,"Today I furthered my knowledge on RNNs and Seq-2-Seq models.  Usually these models are made of an Encoder and a Decoder.  Also not here that when I model is unidirectional or bidirectional this is not referring to whether it is encoder or decoder or both, but uni/bi directional refers to the masking in the self and cross attention.

Bidirectional means no masking meaning words can attend to words both before as well as after then, and unidirectional meaning that words can only attend to words in one direction usually only those before it.

Okay back to RNN's and Seq-2-Seq with encoders and decoders the main objective with an RNN based Seq-2-Seq model is to use the encoder RNN to encode the sequence into a context vector then use the decoder to decode it into the output sequence.  

This can be thought of as similar to how an autoencoder words with images encoding into a latent space and then back.  We are able to leverage the RNNs to allow for arbitrary length inputs and outputs that can be the same or different length.

With the RNNs we usually layer them and have multiple cells per layer to increase the total number of parameters in the network allowing for more complex relationships to be learnt.   When training we don't use the predicted previous value for predicting the next we actually use the real previous value to ensure each gets trained fairly and isn't affected by previously bad predictions which would make training time exponentially longer, because we would have to wait for all previous values to get predicted 100% correctly before the next can be properly learned. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,machine-learning,[],,66
133fefcd-c37c-4dbd-977c-e9566478b665,13/11/2024,Terminology Alert!!!,"Be aware in the nextjs documentation api routes is the terminology referring to how this was done in nextjs with the pages router. 
With the new app router these api routes are called route handlers in the documentation, the mix up can be annoying so ensure to always check that the docs refer to the app router.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,[],,96
13c48600-101a-4de3-bafa-07eb5216856a,1/11/2024,Double Follow Up,"Bottom leg of kick is most important it creates the foundational position for rest of movement.

Make sure to rotate it first and under and rotate relative to kicking angle. More horizontal kick more rotate base hip",fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,50
15730e2b-e1a9-4b94-a5d6-559c421a2eb9,31/10/2024,Final Followup ,When using hips and glutes make sure to rotate supporting leg hip under me and also around to make sure I have space to kick this is a super key point to remember,fbc72f17-b191-48a6-86ab-54ed20be6cf1,martial-arts,[],,47
17b55bbf-e444-4d4b-bcc7-1949ce1affdc,9/11/2024,Hip Mobility ,"I have realised over the last two days that I think the best way to resolving my hip issues is just to dynamically stretch the tight parts of my hip each day if it feels tight.
This has already started helping me to feel better I just need to try and do 100 internal rotations a day to slowly unlock that range of motion in my hips again ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,fitness,[],,76
1b41ddcc-7083-4388-acf1-30094fe61fc8,30/10/2024,Goal Setting and Consistent Training,After struggling with my hip internal rotation today I realised that if I want to progress on things I need a real reasons and clear goals.  I need to do my hip exercises everyday and then it’ll help but I need to stay consistent ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,43
213b59f4-b311-47c1-b4b3-25e728c54eb9,27/10/2024,Responsive Breakpoints,"So in trying to make me design more mobile friendly and responsive I have learned that breakpoints in tailwind and css like sm, md, lg etc do not just apply that style for screens of that size but for all screens that size and above, so for example I wanted to have the topnav disapear on screens size md or smaller I dont do md:hidden.  Instead I do hidden md:flex, so by default it is hidden and on screens of md or bigger it is a flex container.  ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,[],,29
2641131c-2571-482b-8f75-183c9bb74149,6/11/2024,Flex vs Inline Flex,"While trying to update the AI UI for Storm Drain I ran into a unique problem with the ai image shrinking inside my flex div.  
The solution was to use a inline-flex div as opposed to a regular flex div so items only take up as much space as they need then I was also able to add the flex-shrink-0 properly in order to ensure the width and height of my image didn't change and displayed correctly. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,[],,69
29aa24c6-575d-4583-a049-b2a05641177d,4/11/2024,Topnav Dropdown,"In order to get the dropdown to not make space, I thought all I needed to do was increase its z-score, but it was also important to use the absolute positioner in order to make this work. 

By specifying absolute we take the component out of the document flow and therefore we are able to apply with z value effectively, without this z-values usually have little to no affect",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,57
2f43fb91-903c-47ec-bab5-bb6847edd101,7/11/2024,Projects,"I need to get all my currently completed personal and university projects onto stormdrain under the projects section I also need to login to my GitHub account in order to start showing what u am doing to employers and allow the website to act as a real portfolio page.
I also want to just implement all of the other pages statically in the next few days so that I can start working on other projects and come back to stormdrian to update every once in a while when needed.  
This is super important as I want to work towards data engineering and machine learning engineering for my future career I really need to be up to date and learning about data pipelines, management’s, relational databases, modelling in the cloud and deploying models to production as well as CI/CD pipelines.  
I need to start a big data project, where I can deploy a bunch of different models and datasets on azure getting the type of exposure that is amazing to have for job interviews and these positions currently being offered. 
I think I need to focus on building the backends first and the front end secondary. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,72
2ffc9c0c-11b3-47fa-a248-9793ce066a7f,29/10/2024,Potential New Hobby,"After reviewing the lecture on LLM's, Transformers and Attention (which I will recap in a post tonight) I am very interested in reading more Deep Learning papers in my freetime and really becoming more interested in the maths and computing behind these models and area as I feel its an area that many will never fully comprehend.  I will start trying to read key papers in this area and making a reading list to slowly work through to deepen my knowledge. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,general-learning,[],,37
30fe25d8-8dd5-4baf-b6ea-b86d552fe29c,5/11/2024,Future of Stormdrain,"My next biggest steps with moving storm drain forward are too first implement authentication with JWT allowing me to login and be the only one able to make posts therefore eliminating the need for a password to make posts.

Next once that is done I want to upgrade the backend to use direct SQL statements with functions and triggers created in SQL in order to avoid using the ORM (object relationship napping) provided by supabase and really get hands on with my SQL for my career later down the line with data engineering.

I also want to add features like the habit tracker which would be super helpful as well as the private AI powered tutor making use of llama 3.2 models I host myself on azure etc.  

I also need to sit down and get the work history and project pages, as well as the about me and contact completed and looking crisp so I can continue developing all the features. 

Once most of that is completed the goal is to have built or have a powerful PC with a good graphics card and storage I can use as a private server, using tools like Apache, docker and Postgress in order to fully self host my project and setup as full CI/CD pipeline with GitHub actions as well as end to end testing with playwright and jest.  At this point getting a job would be pretty easy as I would know and understand all aspects of full stack development 
",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,65
323e5e80-a3a5-47bc-a9bf-c73c2346769d,10/11/2024,Mini Project Ideas,"I want to build another blog website to keep track of Tayla and I’s dates so we can look back on them in the future and keep a record of them.  In order to do this I just need to figure out authentication as well as saving images to the backend and then retrieving them again with nextJS I will experiment with these features on stormdrain first.
The second thing is the my devhub idea where I can track my projects or maybe I can just use Jira like a normal person lol ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,general-learning,[],,86
33a6861f-29e8-454a-bf64-b400ae03184b,16/11/2024,Confidence vs Prediction Intervals,"I finished off the Applied Statistics for Machine Learning Engineers video from mike west and it covered a lot!  I will definitely need to sit down and review the content in the future but I think I will hold off until I have completed the entire course.
Today what I learned was the there are there main types of intervals we look at, tolerance, confidence and prediction.  Prediction intervals define our uncertainty or certainty in a models prediction, while confidence intervals focus on the certainty in a specific model parameter say the mean or std.
Mike provided a great diagram to understand the difference between the two of these.
With tolerance interval, I am still a little confused.  After a little more research, I think that I understand it more.  Essentially it looks at the observed values as a whole as opposed to a single prediction or a parameter like prediction and confidence intervals.  A tolerance interval makes a statement about the data as a whole e.g. 90% of all observations will fall between 10 and 20. I think it mkaes much more sense now.   ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,machine-learning,[],,103
3610aec6-69c9-451d-8ff6-2157b8c53b03,29/10/2024,Data Engineering Journey,"As my goal is to master both software engineering as well as machine learning and data engineering, my next big step is to learn more about concepts such as, distributed computing with databricks, data warehousing with star and snowflake, data lakes, SQL and ETL as well as refining my skills with pyspark and relational databases I will endeavour to begin the next big step which is to get my Azure Data Engineer certification which would allow me to learn about and apply these concepts as well as building myself towards a career in this space. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,azure-data-engineer,[],,35
37b4fe15-649d-4715-87af-97bee0045f8f,24/10/2024,Understanding Hydration,I just fixed a hydration error in the frontend code for this application and I really wanted to understand how this works as it is a problem i find myself facing a lot.  This isn't a problem in traditional react applications as all of the code is rendered on the client side.  But with Nextjs we have the ability to render parts of the code on the server before sending it to the client.  It is render on the server and then the HTML is hydrated on the client side with the javascript.  A hydration error occurs when there is a difference between what the server and the client render initially.  This can be solved by making sure if you are loading in something that you handle loading state on the server which can be done as the initial state of a use state variable is available on the server side but things like useeffect etc will not be until the client side so we need to make sure we return multiple different html tags based on the different situations so that what the server and client initiallly load is the same or else we are beating the point of having hydration.  Too be completely honest  I don't full understand the concept so I might make another post in the future in order to sit down and refine my knowledge,fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,"[""https://jzlzzjcinqypqardzzfq.supabase.co/storage/v1/object/public/images/1729734402025_hydrationerror.png""]",,17
40459902-5b89-46d8-933c-cc431da9068e,27/11/2024,Bench Press Cue,"For bench I think my weakness is an iron overall weak chest. I need to really focus on building my chest and getting stronger there in order to not have to rely on my shoulders and triceps as much. 
In order to also make this better I’ll do incline BB Bench instead of DB in order to make this easier and so that I can work towards the 2 plate Incline for Paused Sets of 10, which is very doable while I bulk back up ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,fitness,[],,124
40a85031-8a7d-450c-88ed-3f8a32709034,5/11/2024,RNNs,"Today I found out the secret about RNNs.  All they really are is a single classification or regression network with a feedback loop.  So given an input it predicts the output than feeds that output back into the input.  Allowing us to save the hidden state through summation of inputs.  It’s conceptualised and shows as many networks working together but in reality it’s just a single network with a feedback loop. 

It is also cool to think about how it.  These networks are really good at predicting and forecasting future values using this cumulative hidden state.  But they do have issues with exploding and vanishing gradients as we need to compute back propogation through time. 

It is also interesting to note that as it’s really just one NN with feedback loops the weights for input and state transfer are the same for each which also makes sense as any word could appear in any position.  

In order to make RNNs better we can use LSTM or GRU.  These both leverage concepts such as gating in order to control what data and how much data is transferred between states.  LSTM has an input, forgot and update gates which are pretty self explanatory controlling what is carried from the previous state in input, what is forgotten in current state and what is passed to the output of next state. 

GRUs are a soldier and faster approach using just two gates update date and the reset gate.  Update acts as the input and output gates from LSTM and reset is single to the forget gate. 

When using attention and transformers we can avoid the need for having RNNs and feedback loops by using positional encoding when c
Encoding the words in the vector space to repress their sequence position. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,machine-learning,[],,64
44dbe2b5-70ad-44fa-acc9-01a2402e65c5,24/10/2024,Async Functions and Promises,"In trying to get multiple image uploads to my supabase storage I needed to map the uploadImage async function over all the File Objects in my array, initially I had isses with recieving empty results.  However I figured out the issue was that map does not wait for all promises even with the await keyword, thus you need to wrap the images.map() in a Primise.all wrapper to ensure that it waits for all promsies to be resolved before proceding.  So thats very useful to know for furutre projects ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,[],,16
44f3d43a-1d06-4e01-9ea4-2bc93acd95c4,21/11/2024,Left Hip Strength,"Yesterday at the gym i did the hip adductor and abductor machines and it really made my tight hip feel a lot better.  So my idea is that I should implement it on every leg day workout as well as every mobility workout as these are smaller muscles and can take the extra volume.
I really think this will help me to reduce the pain in that hip and greatly increase my mobility in my kicks.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,fitness,[],,114
466cd964-b527-453f-978c-0a521c15c770,25/11/2024,Fixed Tag Type Bug,"I fixed the issue I found on my site yesterday where when logged in it would show the engineering tags not the all tags, this was due to the fact that the initial tag type was being set using a useState, but as this is asynchronous there is no guarantee that it happened before the call to getData.
So I handled it locally passing the correct tag to getData then setting the useState variable later along the track in order to get my desired functionality.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,120
4da36930-33f6-4a68-8df7-dc784d8e1ca2,4/11/2024,New Career Plan,"Today and yesterday I really sat down and thought about what I wanted out of my career.  I realised that a career in data engineering would be the best for me as the ml modelling is usually the easy task but the really hard skills are data engineering.  So I built a plan for the next 8months until and after graduation to make myself ready for the career that I want to build.  The most important thing being actual technical skills.  Namely Full-Stack Web Development, Data Analytics and Data Engineering.  If I have these skills and I am able to build applications that incorporate all three of these things with machine learning, cloud etc.  I will be more than ready to tackle the challenges of building a career as a data engineer to get my location and time freedom while doing a job I really really love. 

It is definitely not going to be easy at all but I think if I really just put my head down and trust myself and my plan over the next 8 months I will finish uni on a great trajectory to achieve my data engineering goal and easily be able to land an entry level role.  I am currently at level one, where the focus is on strong full stack development fundamentals, using Storm-Drain as a passion project to build these skills, while reading the full-stack react book I got.  I will also be working on completing the Azure Data Analyst Certification and take the exam in order to get a cert that combined with my projects and degree can easily land me an entry level role that I can build on top of in order to move slowly towards data engineer.

Enough yapping it's time to get started. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,general-learning,[],,58
4ecdcf5f-338c-4dba-a9ff-b6ac84f74f9f,24/11/2024,Application Purposes,"I need to be really clear on exactly what each of my planned applications, stormdrain, stormhub and stormforge are and there differences.  I think how I will think about them is this.
Stormhub is my organisational powerhouse it is where projects and goals are created and tracked, it is where information is gather and explored etc.  It’s my personal analytics and organisation platform. 
Storm forge is where the work is done it contains tools required for completing work and tasks like for my training, mma or development tools.
Stormdrain, is where results are shown so it is where project and course results kept acting as my resume to the outside world and the final stop for all projects and things I want to show off that’s why the blog also lives here.
So there are three parts: Organisation, Creation and Presentation. I may idea the on this in the future but this is my current thought ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,117
4f10387a-eef9-46a4-9102-fc8767459ea6,10/11/2024,Authentication Added,"I have finally added authentication to storm drain it was a tricky process with the different types of cookies etc but with some ai help I now understand all of the concepts and what is going on in the web app for auth.
The trick is making sure to use a htmlonly cookie meaning that no client side code can access it which helps us avoid cross site scripting attacks where cookies are stolen and the your session can be used by anyone. 
So I made sure all cookie checks were done on the server side.
Furthermore I made sure to use the middleware.ts to ensure that unauthorised users cannot access specific routes unless they have a valid auth token even then I made it that it had to be me logged in as well. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,79
4f523a36-c48f-43c2-92db-ddf24cbb4744,11/11/2024,RAG Tutor Project,"I new project idea which would be a RAG powered tutor.  I can build a web application that allowed you to upload a document which is then chunked and embedded and then we can perform queries on it getting the result from the LLM.  This would help me so much when prepping for an exam to get a list of question relevant to a specific topic or chapter.  Especially if I am learning from the textbook and don’t understand something getting support would be much easier.
Maybe also having the ability to view the textbook within the window would be cool with some advanced learning features",fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,91
53fbf4df-fbbc-4573-9c5e-aac15af10f2b,14/11/2024,Data Engineer AI App,"After speaking with Angus about his supercord idea I have an amazing idea about creating a similar tool whose sole purpose would be the automation of ml flow and pipelines.  For example retrieving data from a data pipeline, cleaning it, applying the best modelling techniques, then deploying the model to an endpoint all in one action as well as providing the reports and visualisations as well as justifying actions and providing the user options as to what they want to do. I’ll try to work on this at same time as the Tax Rag project.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,98
56c08225-a216-4c92-9481-bdf9c396913c,22/10/2024,Strom Drain Version One,"Today I have started the creation of my own personal blog website.  In order to track my progress as a software engineer the projects that I am working on as well as generally everything in my life I am learning and am interested in.  It will also be a great opportunity to progress my engineering skills and build something cool to keep working on as my career progresses.
",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,1
58f3694b-c453-4371-8323-7d147d58dc9a,23/11/2024,Project Idea,"Terminology translater that identifies all of the acronyms and specific prerequisites for understanding a specific document, I’d like to extend on this later",fbc72f17-b191-48a6-86ab-54ed20be6cf1,machine-learning,[],,115
59910b93-c440-4b82-b6ca-4f30ee98f784,23/11/2024,Storm Hub,"I had a great idea which was to seperate out the storm drain website into storm drain and storm hub.  Storm drain being like my portfolio/blog page to show to employers and storm hub being my personal control panel batcave. 
I will be able to manage all of my goals, habits and training in one place with a database of everything I have learnt and save information to query later.  It will be a great project to work on and I’m excited.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,116
5cf0e188-91aa-40f4-93f7-86a0c87f8352,23/10/2024,Potential Features,"I want to make the posts deletable and editable (right now with just one user thats not too hard), then I need to clean up the supabase keys and fix the issue with the dotenv not loading, As I don't want these to be visible when I push the project to github.  Past that point I am really interested in getting the supabase storage working in combination with the relational database in order to be able to add images to the posts.  Being a visual person this would help me a lot when sorting through the posts. ",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,7
5d1de08e-b924-49b0-987b-a1c4f7c74804,29/10/2024,Fixing Post Body,"In order to make sure that the body of text in a post actually was separated by paragraphs like in the input I needed to split the body on \n characters and map each into its own <p> tag, allowing me to add a <br /> in between each of them.  It is a simple solution but I will make sure to remember it for next time!",fbc72f17-b191-48a6-86ab-54ed20be6cf1,frontend-learning,[],,40
5e088ff7-4285-47c2-a57c-f1aceb1efeb7,15/11/2024,Fixed Habits,Today I fixed the api issue with habits replacing it with a button to do a mass update was also cool as I used map outside front end which was cool and creative for me. ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,100
5e2f2d74-8769-41ee-ad72-61b76de433fc,10/11/2024,Project Idea again lol,I think another cool project idea is a personal gym app I can you to track my progress overtime and train and ai to be my personal coach and maybe start a session and record and ask for advice even sending it videos and using computer vision to allow it to analyse the lifts etc.  I’ll keep this in my back pocket for later,fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,78
5f0ede3f-6cab-4bf3-be24-874f43ea9ad5,26/10/2024,Cleaned Stormdrain UI,"Today I cleaned up the styling of stormdrain a lot using tailwind to make the blog page change the number of columns based off of the screen size allowing better use on mobile devices which will make it much better for using this app for myself overtime.  I also used some cheeky logic in order to make the images different for different post tags, I will further improve this by changing the input on the new post page to pick the tag from a dropdown.  I am really excited to get stuck into this app and continue making it better and adding new features, especially things like AI integrations as well as react-three-fiber etc!",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,22
6036f805-89c6-48fd-bb86-32e66a21f372,1/11/2024,New Hobby Idea,Devil Sticks and drums and estrima sticks combination I think is meant for me ,fbc72f17-b191-48a6-86ab-54ed20be6cf1,general-learning,[],,52
60f27695-f81d-4d11-b7f8-5d507ca6089d,11/11/2024,Tadam Blog Update,"I have now completed the base of the UI and front end for the Tadam Blog website.  The last steps for this will be the Login and New Post Forms and then setting up the New Post to Take in and display images like I did last time.  
I am excited for the UI to be completed so that I can build the DB in Supabase and get some more practice with SQL.  Then I will handle the auth and creating and displaying posts.
For this website I want to extend the functionality in order to also allow for posts to be updated and deleted but I’ll add this in after I get the foundations built properly.",fbc72f17-b191-48a6-86ab-54ed20be6cf1,project-progress,[],,89
6121f82e-58c9-41f1-828e-2196f12fc25e,20/11/2024,Window Function vs GroupBY,It is good to remember that SQL will default an aggregate function to the groupby unless we specify the over clause in that case it will treat it as a window function and return a  result for each row,fbc72f17-b191-48a6-86ab-54ed20be6cf1,backend-learning,[],,110
612c56d6-78f7-4dda-a81b-a93b8a7f85be,22/10/2024,Search Algorithm of Life,"I was thinking a lot today about how I approach my life and my progression through it.  I sometimes look too far ahead when creating a project or planning something, and although getting a big picture can be good I often find myself becoming overwhelmed by all of the steps and find it hard to focus on the next one.  Today at the gym I was thinking about the way we use algorithms like depth first and breath first search in order to find our way through a maze and thought about how this correlates with life.  I think I need to act like a search algorithm sometimes, focusing on the next steps and discovering as I go.  That is the way I intend to complete this project, beside some basic planning and defining the outcomes I will learn as I go and discover new technologies and tools as I need them as opposed to spending too much planning and becoming overwhelmed by all of the options.  
",fbc72f17-b191-48a6-86ab-54ed20be6cf1,thoughts,[],,2
